valid,1

"Full Results Table"

Benchmark,"Base Ref Time","Base Run Time","Base Ratio","Base Selected","Base Status","Peak Ref Time","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,233.26248,41.884147,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,264.117613,36.991096,1,S,,,,,,"ref iteration #2"
400.perlbench,9770,307.973546,31.723504,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,380.48153,25.362598,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,411.66889,23.441169,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,381.023654,25.326512,1,S,,,,,,"ref iteration #3"
403.gcc,8050,226.850093,35.485989,1,S,,,,,,"ref iteration #1"
403.gcc,8050,236.807646,33.993835,0,S,,,,,,"ref iteration #2"
403.gcc,8050,224.484423,35.859949,0,S,,,,,,"ref iteration #3"
429.mcf,9120,310.180829,29.402204,1,S,,,,,,"ref iteration #1"
429.mcf,9120,331.09215,27.545202,0,S,,,,,,"ref iteration #2"
429.mcf,9120,288.56716,31.604428,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,386.37455,27.149821,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,428.077619,24.504902,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,410.496384,25.554427,1,S,,,,,,"ref iteration #3"
456.hmmer,9330,304.927291,30.597458,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,422.690476,22.072889,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,337.285484,27.662027,1,S,,,,,,"ref iteration #3"
458.sjeng,12100,469.714908,25.760307,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,529.9694,22.831507,1,S,,,,,,"ref iteration #2"
458.sjeng,12100,641.565587,18.860114,0,S,,,,,,"ref iteration #3"
462.libquantum,20720,340.332826,60.881579,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,327.079738,63.348467,1,S,,,,,,"ref iteration #2"
462.libquantum,20720,275.91946,75.094377,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,584.488922,37.862138,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,389.191537,56.861463,1,S,,,,,,"ref iteration #2"
464.h264ref,22130,388.667747,56.938092,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,611.650826,10.218248,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,336.137863,18.593561,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,336.412509,18.578382,1,S,,,,,,"ref iteration #3"
473.astar,7020,390.616162,17.971607,0,S,,,,,,"ref iteration #1"
473.astar,7020,362.137184,19.384919,1,S,,,,,,"ref iteration #2"
473.astar,7020,353.830106,19.84003,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,215.711267,31.987203,1,S,,,,,,"ref iteration #1"
