valid,1

"Full Results Table"

Benchmark,"Base Ref Time","Base Run Time","Base Ratio","Base Selected","Base Status","Peak Ref Time","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,276.678923,35.311689,1,S,,,,,,"ref iteration #1"
400.perlbench,9770,263.259338,37.111694,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,282.685723,34.561349,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,442.885488,21.788928,1,S,,,,,,"ref iteration #1"
401.bzip2,9650,494.736719,19.505324,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,431.065902,22.386368,0,S,,,,,,"ref iteration #3"
403.gcc,8050,245.955118,32.729549,1,S,,,,,,"ref iteration #1"
403.gcc,8050,269.036139,29.921631,0,S,,,,,,"ref iteration #2"
403.gcc,8050,234.917761,34.267311,0,S,,,,,,"ref iteration #3"
429.mcf,9120,350.659905,26.008106,0,S,,,,,,"ref iteration #1"
429.mcf,9120,298.001322,30.603891,1,S,,,,,,"ref iteration #2"
429.mcf,9120,294.520826,30.965552,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,429.834666,24.404732,1,S,,,,,,"ref iteration #1"
445.gobmk,10490,448.965028,23.364849,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,389.0898,26.960357,0,S,,,,,,"ref iteration #3"
456.hmmer,9330,364.417336,25.602514,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,331.792953,28.119946,1,S,,,,,,"ref iteration #2"
456.hmmer,9330,303.5856,30.732683,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,468.586787,25.822324,1,S,,,,,,"ref iteration #1"
458.sjeng,12100,441.877818,27.383135,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,488.304439,24.779623,0,S,,,,,,"ref iteration #3"
462.libquantum,20720,312.982746,66.201732,1,S,,,,,,"ref iteration #1"
462.libquantum,20720,277.935477,74.549677,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,313.191388,66.15763,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,434.136412,50.974761,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,397.2689,55.705342,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,405.050541,54.635157,1,S,,,,,,"ref iteration #3"
471.omnetpp,6250,361.235626,17.301726,1,S,,,,,,"ref iteration #1"
471.omnetpp,6250,370.059861,16.889159,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,340.58409,18.350828,0,S,,,,,,"ref iteration #3"
473.astar,7020,370.066135,18.969582,1,S,,,,,,"ref iteration #1"
473.astar,7020,411.68466,17.051886,0,S,,,,,,"ref iteration #2"
473.astar,7020,359.751373,19.513477,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,205.63487,33.55462,0,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,225.85804,30.550163,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,216.205858,31.914029,1,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Base Run Time","Base Ratio","Base Selected","Base Status","Peak Ref Time","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,276.678923,35.311689,1,S,,,,,NR,"SelectedIteration (base #1)"
401.bzip2,9650,442.885488,21.788928,1,S,,,,,NR,"SelectedIteration (base #1)"
403.gcc,8050,245.955118,32.729549,1,S,,,,,NR,"SelectedIteration (base #1)"
429.mcf,9120,298.001322,30.603891,1,S,,,,,NR,"SelectedIteration (base #2)"
445.gobmk,10490,429.834666,24.404732,1,S,,,,,NR,"SelectedIteration (base #1)"
456.hmmer,9330,331.792953,28.119946,1,S,,,,,NR,"SelectedIteration (base #2)"
458.sjeng,12100,468.586787,25.822324,1,S,,,,,NR,"SelectedIteration (base #1)"
462.libquantum,20720,312.982746,66.201732,1,S,,,,,NR,"SelectedIteration (base #1)"
